1 18 0 64 0 54 0 71 0 30 0.3 35 0.8 31 0.8 33 0.8 30 0.9 17 1.6 22 1.3 27 1.1
2 17 0 68 0 58 0 70 0 29 0.3 34 0.8 30 0.8 32 0.8 29 0.9 18 1.6 21 1.3 26 1.1
3 18 0 64 0 54 0 55 0 24 0.3 29 0.8 25 0.8 27 0.8 24 0.9 21 1.6 16 1.3 21 1.1
4 32 0 75 0 65 0 58 0 27 0.3 32 0.8 28 0.8 30 0.8 27 0.9 24 1.6 19 1.3 24 1.1
5 18 0 73 0 63 0 55 0 24 0.3 29 0.8 25 0.8 27 0.8 24 0.9 22 1.6 16 1.3 21 1.1
6 11 0 75 0 65 0 55 0 24 0.3 29 0.8 25 0.8 27 0.8 24 0.9 18 1.6 16 1.3 21 1.1
7 13 0 77 0 57 0 49 0 28 0.3 33 1.7 29 0.8 31 0.8 28 0.9 18 1.6 20 1.3 25 1.1
8 23 0 76 0 58 0 72 0 31 0.3 36 1.7 32 0.8 34 1.4 31 0.9 21 1.6 23 1.3 28 1.1
9 17 0 82 0 63 0 47 0 26 1.7 31 1.7 27 0.8 29 1.4 26 0.9 13 1.6 18 1.3 23 1.1
10 14 0 62 0 72 0 99 0 38 1.7 43 1.7 39 0.8 41 1.4 38 0.9 23 1.6 30 1.3 35 1.1
11 21 0 87 0 69 0 69 0 28 1.7 33 1.7 29 1.2 31 1.4 28 0.9 17 1.6 20 1.3 25 1.1
12 19 0 72 0 61 0 58 0 27 1.7 32 1.7 28 1.2 30 1.4 27 0.9 20 1.6 19 1.3 24 1.1
13 16 0 81 0 65 0 49 0 28 1.7 33 1.7 29 1.2 31 1.4 28 0.9 17 1.6 20 1.3 25 1.1
14 33 0 79 0 62 0 52 0 21 1.7 26 1.7 22 1.2 24 1.4 21 1.6 15 1.6 13 1.3 18 1.1
15 32 0 76 0 71 0 52 0 31 1.7 36 1.7 32 1.2 34 1.4 31 1.6 18 1.6 23 1.3 28 1.9
16 22 0 84 0 65 0 67 0 26 1.7 31 1.7 27 1.2 29 1.4 26 1.6 24 1.6 18 1.3 23 1.9
17 20 0 86 0 71 0 50 0 29 1.7 34 2.3 30 1.2 32 1.4 29 1.6 23 1.6 21 1.3 26 1.9
18 37 0 83 0 59 0 72 0 31 2.5 36 2.3 32 1.2 34 1.4 31 1.6 22 1.6 23 1.3 28 1.9
19 13 0 73 0 71 0 44 0 23 2.5 28 2.3 24 1.2 26 1.4 23 1.6 16 1.6 15 1.3 20 1.9
20 49 0 85 0 64 0 69 0 28 2.5 33 2.3 29 1.8 31 1.4 28 1.6 25 2.5 20 2.2 25 1.9
21 4 0 78 0 56 0 61 0 20 2.5 25 2.3 21 1.8 23 1.4 20 1.6 20 2.5 12 2.2 17 1.9
22 11 0 70 0 60 0 65 0 24 2.5 29 2.3 25 1.8 27 1.4 24 1.6 17 2.5 16 2.2 21 1.9
23 4 0 74 0 64 0 68 0 27 2.5 32 2.3 28 1.8 30 2 27 1.6 13 2.5 19 2.2 24 1.9
24 20 0 78 0 62 0 39 0 22 2.5 27 2.3 23 1.8 25 2 22 1.6 16 2.5 14 2.2 19 1.9
25 2 0 76 0 59 0 36 0 25 2.5 30 2.3 26 1.8 28 2 25 1.6 19 2.5 17 2.2 22 1.9
26 48 0 73 0 61 0 68 0 27 2.5 32 2.3 28 1.8 30 2 27 1.6 18 2.5 19 2.2 24 1.9
27 43 0 75 0 54 0 72 0 31 2.5 36 2.3 32 1.8 34 2 31 1.6 19 2.5 23 2.2 28 1.9
28 47 0 68 0 53 0 66 0 25 3.3 30 2.3 26 1.8 28 2 25 2.3 14 2.5 17 2.2 22 1.9
29 3 0 67 0 48 0 45 0 24 3.3 29 2.3 25 1.8 27 2 24 2.3 21 2.5 16 2.2 21 1.9
30 6 0 62 0 47 0 37 0 24 3.3 29 3.2 25 1.8 27 2 24 2.3 24 2.5 16 2.2 21 1.9
31 13 0 61 0 81 0 70 0 29 3.3 34 3.2 30 1.8 32 2 29 2.3 20 2.5 21 2.2 26 1.9
32 43 0 95 0 46 0 64 0 23 3.3 28 3.2 24 1.8 26 2 23 2.3 20 2.5 15 2.2 20 1.9
33 5 0 60 0 49 0 67 0 26 3.3 31 3.2 27 1.8 29 2 26 2.3 22 2.5 18 2.2 23 2
34 4 0 63 0 73 0 69 0 28 3.3 33 3.2 29 2.7 31 2 28 2.3 15 2.5 20 2.2 25 2
35 16 0 87 0 70 0 76 0 35 3.3 40 3.2 36 2.7 38 2.9 35 2.3 18 2.5 27 2.2 32 2
36 2 0 84 0 66 0 72 0 31 3.3 36 3.2 32 2.7 34 2.9 31 2.3 21 2.5 23 2.2 28 2
37 28 0 80 0 72 0 78 0 37 3.3 42 3.2 38 2.7 40 2.9 37 2.3 23 2.5 29 2.2 34 2
38 28 0 86 0 69 0 75 0 34 4.8 39 5.1 35 2.7 37 2.9 34 2.3 17 2.5 26 2.2 31 2
39 2 0 83 0 61 0 67 0.1 26 4.8 31 5.1 27 2.7 29 2.9 26 2.3 13 2.5 18 2.2 23 2
40 28 0 75 0 66 0 72 0.1 31 4.8 36 5.1 32 2.7 34 2.9 31 2.7 16 3.2 23 2.9 28 2.7
41 40 0 80 0 69 0.1 75 0.1 34 4.8 39 5.1 35 2.7 37 2.9 34 2.7 15 3.2 26 2.9 31 2.7
42 33 0.5 83 0 67 0.1 73 0.1 32 4.8 37 5.1 33 2.7 35 2.9 32 2.7 23 3.2 24 2.9 29 2.7
43 47 0.5 81 0.5 69 0.1 75 0.1 34 4.8 39 5.1 35 4.6 37 2.9 34 2.7 20 3.2 26 2.9 31 2.7
44 28 0.5 83 0.5 71 0.1 77 0.1 36 4.8 41 5.1 37 4.6 39 2.9 36 2.7 13 3.2 28 2.9 33 2.7
45 44 0.5 85 0.5 68 0.1 74 0.1 33 4.8 38 5.1 34 4.6 36 2.9 33 2.7 23 3.2 25 2.9 30 2.7
