1 1.851428571 0 4.554285714 0 9.226666667 0 19.14 0 20.36 0 28.175 0
2 1.791428571 0 4.148571429 0 7.346666667 0 18.48 0 20.4 0 27.45 0
3 1.774285714 0 4.274285714 0 7.24 0 18.66 0 20.5 0 27.675 0
4 2.051428571 0 4.268571429 0 6.866666667 0 19.66 0 20.5 0 28.2 0
5 1.931428571 0 4.154285714 0 8.56 0 18.88 0 20.42 0 27.95 0
6 1.877142857 0 4.12 0 7.333333333 0 19.46 0 20.48 0 28.425 0
7 1.78 0 4.222857143 0 6.906666667 0 19.24 0 20.54 0 28.35 0
8 1.868571429 0 5.222857143 0 7.573333333 0 18.32 0 19.98 0 28.625 0
9 1.777142857 0 4.177142857 0 9.226666667 0 19.32 0 20.16 0 27.275 0
10 1.802857143 0 4.405714286 0 6.96 0 18.74 0 20.34 0 28.1 0
11 1.785714286 0 4.125714286 0 6.64 0 19.32 0 20.48 0 27.3 0
12 1.794285714 0 4.074285714 0 6.946666667 0 19.76 0 20.38 0 28.225 0
13 1.811428571 0 4.177142857 0 6.64 0 18.46 0 20.36 0 28.275 0
14 1.777142857 0 4.228571429 0 8.173333333 0 18.96 0 20.4 0 27.375 0
15 1.877142857 0 4.28 0 8.2 0 19.22 0 20.02 0 27.925 0
16 1.814285714 0 4.337142857 0 8.08 0 19.22 0 20.32 0 28.45 0
17 1.788571429 0 4.577142857 0 8.28 0 19.2 0 20.6 0 27.225 0
18 1.765714286 0 4.131428571 0 8.946666667 0 18.6 0 20.26 0 28.15 0
19 1.802857143 0 4.154285714 0 8.173333333 0 19.16 0 21.32 0 27.45 0
20 1.774285714 0 4.211428571 0 6.96 0 18.22 0 20.34 0 28.525 0
21 1.797142857 0 4.194285714 0 9.146666667 0 19.58 0 20.26 0 28.75 0
22 1.788571429 0 4.171428571 0 8.466666667 0 19.3 0 20.38 0 28.425 0
23 1.765714286 0 4.131428571 0 9.2 0 18.12 0 19.92 0 27.775 0
24 1.822857143 0 4.382857143 0 9.186666667 0 19.64 0 20.48 0 27.3 0
25 1.78 0 4.154285714 0 6.96 0 18.7 0 20.26 0 28.4 0
26 1.774285714 0 4.182857143 0 8.44 0 18.4 0 20.02 0 28.65 0
27 1.754285714 0 4.097142857 0 8.653333333 0 18.94 0 20.84 0 28.475 0
28 1.777142857 0 4.182857143 0 8.706666667 0 18.48 0 19.98 0 28.575 0
29 1.922857143 0 4.4 0 8.293333333 0 19.22 0 20.32 0 28.375 0
30 1.785714286 0 4.171428571 0 9.28 0 19.22 0 20.34 0 28.325 0
31 1.745714286 0 4.434285714 0 8.6 0 18.86 0 20.42 0 28.65 0
32 1.78 0 4.537142857 0 8.626666667 0 19.66 0 20.38 0 28.575 0
33 1.76 0 4.234285714 0 8.506666667 0 19.48 0 20.36 0 28.625 0
34 1.814285714 0 4.188571429 0 7.226666667 0 19.68 0 20.14 0 27.8 0
35 1.757142857 0 4.154285714 0 8.546666667 0 19.58 0 19.88 0 28.45 0
36 1.78 0 4.497142857 0 7.72 0 19.38 0 20.22 0 28.4 0
37 1.762857143 0 4.114285714 0 7.826666667 0 18.14 0 21.06 0 27.5 0
38 1.76 0 4.12 0 6.413333333 0 19.14 0 20.22 0 28.075 0
39 1.874285714 0 4.177142857 0 7.04 0 18.66 0 20.52 0 28.55 0
40 1.931428571 0 4.377142857 0 8.426666667 0 18.6 0 19.96 0 27.475 0
41 1.78 0 4.508571429 0 6.893333333 0 19.18 0 20.68 0 28.425 0
42 1.774285714 0 4.44 0 9.053333333 0 19.12 0 20.56 0 28.425 0
43 1.791428571 0 4.388571429 0 7.293333333 0 18.42 0 19.94 0 28.625 0
44 1.725714286 0 4.434285714 0 8.04 0 19.34 0 20.38 0 28.3 0
45 1.78 0 4.531428571 0 8.373333333 0 18.1 0 20.1 0 27.2 0
46 1.951428571 0 4.182857143 0 6.973333333 0 19.18 0 20.38 0 28.75 0
47 1.8 0 4.4 0 8.906666667 0 5.64 0 20.36 0 27.325 0
48 1.794285714 0 4.142857143 0 8.773333333 0 4.36 0 20.48 0 27.775 0
49 1.808571429 0 1.994285714 0 9.08 0 5.56 0 20.42 0 28.775 0
50 0.851428571 0 3.794285714 0 8.626666667 0 7.1 0 5.74 0 28.775 0
51 0.797142857 0 3.177142857 0 8.8 0 8.38 0 5.7 0 28.925 0
52 0.862857143 0 2.291428571 0 7.026666667 0 7.62 0 4.78 0 30.55 0
53 0.96 0 2.857142857 0 6.96 0 7.3 0 5.08 0 27.2 0
